Distance from Center (cmd=annotatePeaks.pl HDAC3_peaks_m682_m683_2fold_tagm854_great_than6.txt hg19 -size -5000,5000 -hist 20 -d /projects/p20023/chip_seq/m800_819/tagm804/ /projects/p20023/chip_seq/m800_819/tagm805/ /projects/p20023/chip_seq/m800_819/tagm806/ /projects/p20023/chip_seq/m800_819/tagm807/)	/projects/p20023/chip_seq/m800_819/tagm804/ Coverage	/projects/p20023/chip_seq/m800_819/tagm804/ + Tags	/projects/p20023/chip_seq/m800_819/tagm804/ - Tags	/projects/p20023/chip_seq/m800_819/tagm805/ Coverage	/projects/p20023/chip_seq/m800_819/tagm805/ + Tags	/projects/p20023/chip_seq/m800_819/tagm805/ - Tags	/projects/p20023/chip_seq/m800_819/tagm806/ Coverage	/projects/p20023/chip_seq/m800_819/tagm806/ + Tags	/projects/p20023/chip_seq/m800_819/tagm806/ - Tags	/projects/p20023/chip_seq/m800_819/tagm807/ Coverage	/projects/p20023/chip_seq/m800_819/tagm807/ + Tags	/projects/p20023/chip_seq/m800_819/tagm807/ - Tags
-4800	0.553217379799799	0.00253941110457966	0.00255998503713992	0.594991794365632	0.00282522845080953	0.0027080371933949	0.554322742192835	0.00257214236092552	0.00257387912146632	0.604841553999905	0.00276882381232295	0.00283519478437447
-4780	0.550873841855554	0.00241449794260671	0.0026099503019291	0.596187517425049	0.00265518623416869	0.00278846256613043	0.551553529533309	0.00248530433388549	0.00249225137604869	0.603161438572128	0.00270678138192697	0.00283519478437446
-4760	0.548206610825087	0.00241155880938382	0.00252618500507665	0.595553264323967	0.00274824987976266	0.00284705819483775	0.551057312235938	0.00255998503713991	0.00254956447389511	0.601096563886081	0.00270245284027144	0.00292753700635917
-4740	0.548413774400269	0.00258643723614595	0.00253794153796822	0.594128794244488	0.00270459039170623	0.00274135627638533	0.551777627667606	0.00264508630363914	0.00257735264254792	0.597531128092782	0.00272409554854911	0.00283086624271894
-4720	0.54988981487344	0.00251736760540797	0.0024424197082242	0.591872516819329	0.00257016512584828	0.00267931384598935	0.551329431399012	0.00259472024795592	0.00254435419227271	0.596517928712672	0.00286116603430766	0.00278036659007104
-4700	0.550330037470701	0.00255557633730557	0.00251295890557362	0.592673131389546	0.00269310105274401	0.00273216480521556	0.552786069271942	0.0025183027841607	0.0025252498263239	0.594991716988202	0.0026966814513974	0.00279623790947466
-4680	0.55034298519415	0.00254969807085979	0.00256439373697425	0.592922673593251	0.00277352642547955	0.00285510073211131	0.553842531905056	0.00249919841821189	0.00249746165767109	0.592349703414751	0.00255383957676479	0.00291022283973704
-4660	0.550873841855553	0.0025056110725164	0.00241890664244105	0.590021745475188	0.00257016512584828	0.0025977395393576	0.553618433770759	0.00253567038956871	0.00248183081280389	0.590272003420095	0.00273708117351571	0.00259568214610161
-4640	0.551339959899713	0.00248356757334469	0.00252324587185376	0.591103095024574	0.00274135627638533	0.00259314380377271	0.554098644058538	0.00261035109282312	0.00248009405226309	0.591952118847872	0.00276882381232295	0.002774595201197
-4620	0.549579069510667	0.002461524074173	0.00245711537433866	0.592236432533064	0.00266437770533847	0.00275629241703622	0.554706910423058	0.00263119221931273	0.00247488377064069	0.590951744776371	0.00280345214556722	0.00273852402073422
-4600	0.548944631061672	0.00238363704376633	0.00253206327152244	0.591758143309297	0.00274710094586644	0.00260348420883871	0.551201375322271	0.00237241489873346	0.0025044086998343	0.591144124405506	0.00278325228450806	0.00277315235397849
-4580	0.548025342696802	0.00250708063912784	0.00259525463581463	0.591144685391858	0.00258050553091427	0.00282752631860197	0.549824772497305	0.00242278095441667	0.00255477475551751	0.587809544167169	0.00265051034040504	0.00271543846523804
-4560	0.546368034095347	0.0025217763052423	0.00255851547052847	0.588493299477499	0.00266322877144224	0.00276663282210221	0.546463300482853	0.00224910490033663	0.00249746165767109	0.587835194784387	0.00279768075669317	0.00261732485437928
-4540	0.546199713690512	0.00253353283813388	0.00237922834393199	0.58798381747827	0.0026345054240367	0.00271148399508356	0.548704281825821	0.00259645700849672	0.00245925292577349	0.586232031208263	0.00253796825736117	0.00279335221503764
-4520	0.547882917738865	0.0024394805750013	0.00251589803879652	0.587453540295398	0.00273790947469667	0.00269654785443268	0.548208064528449	0.0025061454603751	0.00246272644685508	0.584949500347365	0.00265916742371611	0.0027875808261636
-4500	0.547779335951274	0.00247475017367602	0.00258202853631161	0.58747433547904	0.00274135627638533	0.00273905840859288	0.548464176681931	0.0025391439106503	0.00256866883984391	0.583756746646729	0.00270100999305294	0.00262021054881631
-4480	0.547002472544342	0.00258496766953451	0.00244095014161275	0.588919600742161	0.00260003740715005	0.00277582429327199	0.545967083185481	0.00247314701009989	0.00252872334740551	0.584718644792403	0.00294196547854428	0.00261299631272375
-4460	0.549604964957564	0.00259378506920319	0.00252912413829954	0.588462106702036	0.00265518623416869	0.00272182440014956	0.545102704667479	0.0025061454603751	0.00259645700849672	0.586078127504956	0.00277026665954147	0.002644738951531
-4440	0.550524253322434	0.00245270667450433	0.00251883717201941	0.587245588458978	0.00264025009351781	0.00265748410196114	0.545406837849739	0.00265898038796554	0.00245404264415108	0.589605087372427	0.00276882381232295	0.00277892374285253
-4420	0.547999447249905	0.00239392401004646	0.00255998503713992	0.586715311276106	0.0025816544648105	0.00278616469833799	0.546863475722668	0.00249051461550789	0.00244883236252868	0.588874044781715	0.00267359589590121	0.00267936728477526
-4400	0.548426722123717	0.00259966333564897	0.00258937636936885	0.584604600136441	0.00260463314273493	0.002734462673008	0.545454858878517	0.00245230588361028	0.00249398813658949	0.588463634906227	0.0026317533265644	0.00263463902100141
-4380	0.548465565294064	0.00252912413829954	0.00253059370491099	0.585134877319312	0.0026816117137818	0.00267471811040446	0.543437975669845	0.00234288996953985	0.00245925292577349	0.590502858975056	0.00282798054828191	0.00262886763212737
-4360	0.550006344384479	0.0025056110725164	0.00260260246887186	0.584656588095546	0.00265403730027248	0.00266782450702714	0.543886171938439	0.0025183027841607	0.00248530433388549	0.590566985518101	0.00272120985411209	0.0025682680489499
-4340	0.548258401718882	0.00247768930689891	0.00252324587185375	0.58490613029925	0.00272756906963067	0.00273446267300799	0.544734543446848	0.0025391439106503	0.00243667503874308	0.592375354031969	0.00271976700689357	0.00271399561801953
-4320	0.549812128532746	0.00254381980441401	0.00255410677069413	0.583991142219001	0.00274710094586644	0.00274365414417778	0.546863475722668	0.00254435419227271	0.00263640250093513	0.592529257735277	0.00255672527120181	0.00260145353497566
-4300	0.546406877265694	0.00228076738096507	0.00243801100838986	0.582888997485974	0.0026816117137818	0.00264369689520648	0.54407825605355	0.0025096189814567	0.00257387912146631	0.593542457115387	0.00268802436808633	0.00263031047934588
-4280	0.544840202728381	0.00236453267781753	0.00256145460375136	0.581786852752946	0.00262761182065937	0.00266782450702714	0.542621618180621	0.00245230588361028	0.0025096189814567	0.593350077486252	0.00268946721530484	0.0026187677015978
-4260	0.547468590588501	0.00277748089563401	0.00246446320739589	0.583065756546931	0.00279076043392288	0.0028757815422433	0.544158291101513	0.00264334954309834	0.00234810025116226	0.594145246620009	0.00272409554854911	0.00266205311815313
-4240	0.546536354500182	0.00234983701170306	0.00260407203548331	0.583356889117919	0.00272986693742311	0.00273561160690423	0.545310795792183	0.00247141024955909	0.0025183027841607	0.59387591513922	0.00267648159033824	0.00277170950675998
-4220	0.544231659726284	0.00246299364078445	0.00270547213167313	0.583315298750635	0.0026919521188478	0.0027080371933949	0.543726101842512	0.00237067813819266	0.00255824827659911	0.592272751563097	0.00275006679848231	0.00282798054828191
-4200	0.541771592270999	0.00247328060706457	0.00248944583979049	0.583523250587055	0.00267931384598935	0.00259659060546138	0.542381513036731	0.00255998503713991	0.00261035109282312	0.59109282317107	0.00277026665954147	0.00273708117351571
-4180	0.542496664784135	0.00251001977235074	0.00254969807085979	0.583003370996005	0.00265288836637625	0.00267242024261202	0.539372195233317	0.00240541334900867	0.00242104419387588	0.590169400951223	0.00267792443755675	0.00271832415967507
-4160	0.542885096487602	0.00251001977235074	0.00261435900176344	0.585977082256814	0.0028493560626302	0.00279535616950777	0.541853281720175	0.00255303799497671	0.0025217763052423	0.591144124405506	0.00274573825682678	0.00277748089563402
-4140	0.540580401713703	0.00238069791054344	0.002461524074173	0.584022334994464	0.00267242024261202	0.00266782450702713	0.541837274710582	0.00240541334900867	0.00230641799818304	0.590425907123402	0.00273996686795273	0.00282220915940787
-4120	0.539984806435055	0.0025247154384652	0.00248650670656759	0.584355057932736	0.00269310105274402	0.00260003740715005	0.543566031746586	0.00241583391225347	0.00250788222091589	0.589925720087652	0.00275728103457487	0.00268513867364931
-4100	0.539065518070185	0.00237775877732054	0.00253500240474533	0.584417443483663	0.00271837759846089	0.00257246299364073	0.54371009483292	0.00247835729172229	0.00239325602522306	0.592093197242571	0.00279335221503764	0.00286116603430767
-4080	0.538625295472924	0.00243801100838985	0.00247181104045313	0.584885335115608	0.00263910115962159	0.00258395233260294	0.543806136890476	0.0025200395447015	0.00240020306738627	0.590374605888966	0.00262453909047184	0.00262598193769035
-4060	0.540217865457135	0.00254528937102545	0.00241302837599526	0.58603946780774	0.0026816117137818	0.00260463314273493	0.544638501389292	0.00245577940469188	0.00246272644685508	0.591387805269076	0.0026591674237161	0.00271399561801953
-4040	0.542613194295175	0.00256880243680859	0.00244682840805853	0.586060262991382	0.00255178218350873	0.00275859028482866	0.544654508398885	0.00239151926468227	0.00261556137444553	0.591285202800204	0.00272986693742315	0.00257981082669799
-4020	0.541836330888243	0.00247768930689891	0.00257174157003149	0.584854142340145	0.00267012237481958	0.00276433495430977	0.541965330787323	0.00241062363063107	0.00248356757334469	0.593093571314072	0.00258702506279055	0.00282798054828191
-4000	0.540463872202663	0.00252177630524231	0.0025026719392935	0.583315298750635	0.00267816491209313	0.00272527120183822	0.54401422801518	0.00262077165606793	0.00246619996793669	0.592760113290238	0.00271688131245656	0.00267792443755675
-3980	0.540813460735783	0.00253353283813388	0.00245270667450432	0.581048623733654	0.00259544167156516	0.0026448458291027	0.544574473350922	0.00254261743173191	0.00241930743333508	0.594158071928618	0.0027616095762304	0.00271399561801953
-3960	0.540230813180583	0.00239392401004646	0.00245123710789288	0.581422937039211	0.00263910115962159	0.00255293111740495	0.545566907945665	0.00244709560198788	0.00247835729172229	0.593863089830611	0.00269956714583442	0.00261443915994226
-3940	0.539920067817811	0.0024394805750013	0.00262611553465501	0.583419274668845	0.00267701597819691	0.00269884572222512	0.545198746725035	0.0025148292630791	0.00259645700849672	0.5952738737776	0.0027500667984823	0.0027356383262972
-3920	0.536657241508696	0.00238510661037778	0.0025467589376369	0.581755659977483	0.00253569710896162	0.00261382461390471	0.545887048137518	0.00257908940308872	0.0024870410944263	0.595825362047786	0.00275439534013784	0.00273852402073421
-3900	0.536631346061798	0.00246299364078445	0.00245123710789287	0.580871864672697	0.00267471811040447	0.00261152674611227	0.548592232758673	0.00256519531876231	0.00257735264254792	0.593824613904784	0.00265051034040504	0.00269812429861591
-3880	0.536294705252127	0.00235277614492595	0.00247328060706457	0.582421105854028	0.00276663282210221	0.00265518623416869	0.54735969302004	0.00226994602682624	0.0024905146155079	0.593503981189559	0.00262742478490886	0.00279190936781913
-3860	0.535906273548661	0.00243654144177841	0.00245270667450432	0.584022334994464	0.00276663282210222	0.00272642013573444	0.546623370578779	0.00230989151926464	0.0025339336290279	0.592683161438584	0.00263896756265695	0.00279768075669317
-3840	0.537576529873565	0.00262611553465501	0.00255410677069413	0.582930587853258	0.00258625020039539	0.00270688825949868	0.548064001442116	0.00257735264254792	0.00250267193929349	0.591580184898211	0.00270389568748995	0.0026707102014642
-3820	0.536165228017639	0.00251001977235074	0.00244829797466998	0.583408877077024	0.00263910115962158	0.00270229252391379	0.5491844921136	0.0025200395447015	0.00245056912306948	0.593234649708771	0.00287703735371128	0.00265051034040504
-3800	0.535375416887258	0.00248503713995615	0.00257468070325438	0.584386250708199	0.00269884572222512	0.00271952653235711	0.552321865993756	0.00264855982472074	0.00254609095281351	0.594606957729932	0.00268658152086782	0.00297226527013303
-3780	0.535945116719008	0.00254088067119111	0.00233955004542294	0.584978913441997	0.00264829263079136	0.0026345054240367	0.55137745242779	0.00240367658846787	0.00260861433228233	0.595658633035869	0.00283086624271893	0.00275006679848231
-3760	0.537019777765264	0.00252765457168809	0.00246887190723023	0.58603946780774	0.00266782450702714	0.00262876075455559	0.550641129986529	0.00259819376903752	0.00240715010954947	0.597569604018609	0.00277170950675997	0.00275006679848231
-3740	0.535388364610706	0.00246887190723023	0.00246593277400734	0.588254154865616	0.00284246245925286	0.00268965425105535	0.552738048243164	0.00249746165767109	0.00258603644525192	0.597941537968269	0.0027875808261636	0.00276882381232296
-3720	0.537874327512889	0.00261288943515199	0.00239098487682357	0.587848648784596	0.00271148399508356	0.00273790947469667	0.551521515514124	0.00243493827820228	0.00246272644685509	0.599493400309957	0.0028799230481483	0.0026966814513974
-3700	0.539169099857776	0.00247915887351036	0.00249532410623627	0.587484733070861	0.00265173943248003	0.00280914337626242	0.551489501494939	0.0025078822209159	0.00257735264254791	0.599519050927175	0.00277892374285253	0.00282942339550042
-3680	0.539428054326754	0.00249826323945916	0.00241449794260671	0.586840082377958	0.00263565435793292	0.00262186715117826	0.548928379960118	0.0024991984182119	0.00261208785336393	0.601699353390703	0.00282509485384489	0.00265483888206057
-3660	0.541693905930306	0.00258937636936885	0.00245564580772721	0.586902467928884	0.00269654785443268	0.00263105862234803	0.547903931346189	0.00246098968631429	0.00266766419066954	0.601622401539049	0.00262453909047184	0.00274862395126381
-3640	0.545604118411864	0.00270253299845024	0.00250414150590494	0.586507359439686	0.00267012237481958	0.00277007962379088	0.548384141633968	0.00249225137604869	0.0024922513760487	0.603148613263519	0.0027226527013306	0.00276449527066742
-3620	0.546730570351915	0.00248062844012181	0.00240568054293803	0.583637624097086	0.00260578207663116	0.00270114359001757	0.549120464075229	0.00244709560198788	0.00264855982472074	0.603366643509871	0.0026721530486827	0.0026721530486827
-3600	0.548271349442331	0.00251883717201941	0.00252618500507665	0.585488395441227	0.00270114359001757	0.00278616469833799	0.54681545469389	0.00259124672687432	0.0025374071501095	0.60541869288731	0.00269523860417888	0.00260145353497566
-3580	0.551689548432832	0.0023733500774862	0.00236600224442897	0.588971588701266	0.00275859028482866	0.00267586704430069	0.549568660343823	0.00244535884144708	0.00253914391065031	0.608291562015723	0.00273130978464166	0.00287415165927426
-3560	0.555690394978532	0.0024394805750013	0.00255704590391702	0.593723288163468	0.00287233474055463	0.00273331373911177	0.552417908051311	0.00254956447389511	0.00249051461550789	0.610574466948123	0.00285828033987064	0.00287992304814831
-3540	0.555198381487475	0.00248944583979048	0.00247181104045312	0.595033384732916	0.00284016459146042	0.0027976540373002	0.55654771652621	0.00265550686688394	0.00255303799497671	0.610151231764026	0.00276016672901189	0.00280778068722276
-3520	0.557451285367579	0.00253500240474533	0.0024394805750013	0.594274360529982	0.00265748410196114	0.00263565435793292	0.556531709516618	0.00240020306738627	0.00260687757174153	0.611587666328233	0.00276449527066742	0.00284818040934107
-3500	0.557477180814477	0.00253794153796822	0.00251295890557363	0.594159987019951	0.00272871800352689	0.00258854806818783	0.556739800641322	0.00258603644525192	0.00247835729172229	0.611818521883195	0.00281499492331531	0.00274718110404529
-3480	0.556389572044772	0.00251148933896219	0.0025056110725164	0.594804637712854	0.00268505851547046	0.00273905840859289	0.558436543658141	0.00260340405065992	0.00244883236252868	0.611959600277894	0.00283663763159298	0.00270245284027144
-3460	0.554266145399157	0.00234836744509161	0.0023762892107091	0.594783842529212	0.00267471811040447	0.00265288836637625	0.560005230598219	0.00256345855822151	0.0025252498263239	0.611638967562669	0.00271255277080102	0.00285395179821511
-3440	0.556544944726158	0.00252618500507665	0.00247034147384168	0.595147758242947	0.00272527120183823	0.00255982472078228	0.559476999281662	0.0025183027841607	0.0025217763052423	0.609689520654103	0.00269235290974187	0.00277748089563402
-3420	0.557930351135187	0.00261435900176344	0.00250120237268206	0.597622385096348	0.00279650510340398	0.00264025009351781	0.561333812394407	0.00266940095121034	0.00240888687009027	0.612831721263305	0.00293763693688876	0.0027616095762304
-3400	0.55881079632971	0.00284802009298344	0.00259672420242608	0.601219951866419	0.00305386629615771	0.00265748410196113	0.56658411154079	0.00287607545556562	0.00239672954630467	0.617012771869835	0.00312664992251371	0.00282942339550041
-3380	0.562216047596762	0.00282303746058885	0.00259525463581463	0.604224855902691	0.00285854753379999	0.0027976540373002	0.569849541497687	0.00278923742852559	0.00253914391065031	0.619783038529376	0.00287415165927427	0.00283230908993744
-3360	0.560519895824961	0.00248209800673325	0.00305228985197451	0.604349627004543	0.00280684550846998	0.0030584620317426	0.570489821881392	0.00257040560038472	0.00292470475070804	0.620026719392947	0.00289435152033342	0.00307470742264731
-3340	0.558875534946954	0.00261435900176343	0.00290092449099553	0.602280506232162	0.00269195211884779	0.00299527066745039	0.570201695708725	0.00278229038636238	0.00290907390584083	0.618436381125433	0.00290300860364448	0.0030732645754288
-3320	0.557684344389658	0.00264081120076948	0.00258937636936885	0.599213216644963	0.0027919093678191	0.00268850531715913	0.566360013406493	0.00262077165606793	0.00271976700689356	0.617166675573143	0.00294917971463684	0.00283086624271893
-3300	0.558940273564199	0.00260113290226042	0.00272457649762192	0.598610156319344	0.00279076043392287	0.00274939881365888	0.565559662926862	0.00257735264254792	0.00269371559878155	0.617910543472464	0.00286982311761873	0.00296216533960344
-3280	0.560377470867023	0.0026290546678779	0.00251589803879652	0.598474987625671	0.00270918612729112	0.00269424998664024	0.565223515725417	0.0025200395447015	0.0025269865868647	0.616050873724161	0.00295350825629237	0.00280778068722275
-3260	0.55995019599321	0.00252765457168809	0.00242037620905249	0.59866214427845	0.00268276064767802	0.00272067546625334	0.566968279771013	0.00266766419066954	0.0024922513760487	0.619513707048588	0.00289435152033342	0.00286405172874469
-3240	0.560519895824961	0.00252324587185375	0.00241449794260671	0.598506180401134	0.00270344145781001	0.00272412226794201	0.566968279771013	0.00255824827659911	0.0025096189814567	0.617602736065848	0.00268081013199378	0.00272986693742315
-3220	0.563886303921666	0.00249973280607061	0.00258496766953451	0.599348385338636	0.00272871800352689	0.00256901619195206	0.567720609221867	0.00256519531876231	0.00254261743173191	0.618487682359869	0.0027616095762304	0.00277748089563402
-3200	0.563342499536814	0.00254088067119111	0.00258055896970016	0.601511084437407	0.0027815689627531	0.00274250521028155	0.570265723747095	0.00269718911986315	0.0024957248971303	0.620334526799563	0.00286405172874468	0.00274718110404528
-3180	0.56281164287541	0.00238951531021212	0.00244976754128143	0.601261542233703	0.00275859028482866	0.00266093090364981	0.566456055464049	0.00241583391225347	0.00255998503713991	0.619795863837985	0.0028149949233153	0.00287415165927427
-3160	0.56006672550425	0.00246593277400734	0.0026510981670496	0.601386313335555	0.0028654411371773	0.00275973921872488	0.561942078758927	0.00243493827820228	0.00247662053118149	0.616551060759911	0.00289435152033342	0.00291310853417407
-3140	0.556221251639936	0.00246005450756155	0.00254822850424834	0.600232180643422	0.00279995190509265	0.00268850531715912	0.561942078758927	0.00265550686688394	0.0025078822209159	0.615204403355967	0.00283230908993744	0.00271832415967507
-3120	0.555353754168862	0.00252912413829954	0.00260701116870621	0.602831578598676	0.00278731363223421	0.00283212205418687	0.562390275027521	0.00269197883824075	0.00262945545877193	0.616730615080437	0.00285106610377809	0.00276305242344891
-3100	0.554058981823975	0.00249385453962481	0.00256439373697426	0.604474398106396	0.00293897290653551	0.00278846256613043	0.558820711888364	0.00260340405065992	0.00243493827820228	0.618192700261862	0.00293330839523322	0.00278902367338211
-3080	0.551689548432832	0.00258055896970017	0.00254235023780256	0.605586940431244	0.00281144124405487	0.00266667557313091	0.559108838061031	0.00249572489713029	0.00267287447229194	0.619077646555882	0.00293619408967024	0.00272409554854911
-3060	0.552246300541133	0.00252030673863086	0.00270253299845023	0.607967988958256	0.00286429220328108	0.00274020734248911	0.559268908156958	0.00260687757174153	0.00259124672687432	0.619257200876408	0.00288280874258533	0.00276593811788593
-3040	0.550330037470701	0.00256880243680859	0.00253059370491098	0.610401025444373	0.00276318602041355	0.00271493079677223	0.560581482943553	0.00262771869823113	0.00255824827659911	0.619244375567799	0.00285828033987065	0.00288136589536682
-3020	0.552790104925986	0.0027142895313418	0.00253353283813388	0.612958833032342	0.00285050499652641	0.00269654785443268	0.561605931557482	0.00268850531715915	0.00257040560038472	0.620360177416781	0.00291887992304811	0.00287703735371128
-3000	0.554421518080543	0.00258349810292306	0.00263787206754658	0.61602612261954	0.00283786672366798	0.00275514348314	0.565527648907676	0.00272150376743435	0.00264508630363913	0.624464276171657	0.00306316464489922	0.00276882381232295
-2980	0.555314910998515	0.00257321113664293	0.00254235023780256	0.616577194986054	0.00268850531715912	0.00277122855768711	0.565511641898084	0.00270413616202635	0.00260687757174152	0.626618928017967	0.00289579436755193	0.00286982311761873
-2960	0.556765056024789	0.00264521990060381	0.00250855020573928	0.618469556697478	0.00285854753379996	0.00273216480521556	0.566456055464049	0.00269892588040395	0.00234462673008066	0.62683695826432	0.0030227649227809	0.00274573825682677
-2940	0.56018325501529	0.00260554160209476	0.0025879068027574	0.620382713592545	0.00283556885587553	0.00285395179821508	0.5704738148718	0.00268676855661835	0.00257214236092551	0.630235665045702	0.00297515096457004	0.00277892374285253
-2920	0.561413288742932	0.00258055896970017	0.00258496766953451	0.620205954531588	0.00296080265056372	0.00272182440014956	0.573114971454584	0.00258950996633352	0.00248704109442629	0.633249612568814	0.00305450756158815	0.00286405172874469
-2900	0.566320475930054	0.00267755036605564	0.00251295890557363	0.624375388851814	0.00292058996419595	0.00294012184043173	0.575211889711219	0.00267808475391434	0.0025183027841607	0.636263560091926	0.00280345214556722	0.00277892374285253
-2880	0.567071443890088	0.00250708063912784	0.00252177630524231	0.625248786564779	0.00285280286431886	0.00282982418639442	0.576748562632111	0.00244883236252868	0.00242451771495748	0.639162079837558	0.00292609415914066	0.0029434083257628
-2860	0.568961811513623	0.00258643723614596	0.00243360230855551	0.62670444941972	0.00287578154224329	0.00286659007107352	0.580190069694527	0.00267113771175114	0.00260861433228232	0.639867471811052	0.00287415165927426	0.00292320846470365
-2840	0.571939787906863	0.00268195906588998	0.00262317640143211	0.629657365496888	0.00312969593330835	0.00284935606263019	0.584271857140648	0.0028343932025864	0.00262077165606793	0.639726393416353	0.00308336450595837	0.00279190936781913
-2820	0.57323456025175	0.00276719392935388	0.00255263720408269	0.631123425943651	0.00291369636081862	0.00294701544380906	0.582879247306089	0.00265377010634314	0.00264682306417993	0.643715064393748	0.003034307700529	0.00283375193715595
-2800	0.574840077959409	0.00263199380110079	0.00258937636936885	0.632121594758468	0.00287693047613951	0.00283671778977175	0.585088214629872	0.00271629348581195	0.00261903489552713	0.646754662534079	0.00291022283973704	0.00295783679794791
-2780	0.574943659747	0.00267461123283275	0.00256145460375136	0.632849426185939	0.00287807941003574	0.00287003687276219	0.585424361831317	0.00262771869823113	0.00278923742852558	0.648742585368472	0.00303430770052899	0.0029953508256292
-2760	0.576808131923637	0.00268489819911287	0.00272751563084482	0.635334450631161	0.00299756853524282	0.00287922834393196	0.58422383611187	0.00266071714850634	0.00263119221931273	0.650127718698243	0.0031381927002618	0.0028539517982151
-2740	0.578439545078195	0.00261729813498633	0.00267461123283274	0.638526511320212	0.0029022070218564	0.00290565382354507	0.585840544080726	0.00281181531555599	0.00259645700849672	0.653654678565715	0.00318724950569117	0.00281066638165978
-2720	0.58272524153977	0.003162507347833	0.00263787206754659	0.643590138537044	0.00327905733981721	0.00282063271522465	0.590994801169553	0.00318000855020573	0.00261729813498632	0.656976433495443	0.00316849249185054	0.00296072249238493
-2700	0.584654452333652	0.00275102869662797	0.00257027200342005	0.646439078696002	0.00291599422861106	0.00279650510340398	0.594324259164821	0.00278750066798477	0.00265377010634314	0.66208090632182	0.00320600651953182	0.00277026665954146
-2680	0.588098546771051	0.00286418532570935	0.00286859402554369	0.648217066897395	0.00297229198952593	0.00301020680810127	0.595796904047343	0.00277013306257677	0.00287260193448401	0.66816010260248	0.00326949179714631	0.00317859242238011
-2660	0.586868513043408	0.0027363330305135	0.00278923742852558	0.650442151547092	0.00308603644525191	0.00300446213862016	0.595684854980194	0.00275102869662796	0.00270239940148555	0.6691861272912	0.00307470742264731	0.00319446374178373
-2640	0.589639325861466	0.00277307219579966	0.00261582856837488	0.65309353746145	0.00309752578421412	0.00302054721316726	0.599302439148129	0.00275276545716876	0.00270934644364875	0.670584085929579	0.00318724950569117	0.00291310853417407
